LithologyCode,LithNumber,OldIDNumber,LAT,NS,LONG,EW,Latitude,Longitude,Continent,Country,GeogComments,LMU,Period,Stage,AgeComments,Lithology,Formation,LithComments,PrimaryReference,SeeAlso
R,6833,,23.2,,-77.4,,232,-774,CARIBBEAN,,,,,,,,,,,
R,6836,,23.3,,-80.2,,233,-802,CUBA,,,,,,,,,,,
R,6837,,23.3,,-81.1,,233,-811,CUBA,,,,,,,,,,,
R,6842,,23.3,,-109.4,,233,-1094,GULF CA,,,,,,,,,,,
R,6844,,23.4,,-80.5,,234,-805,CUBA,,,,,,,,,,,
R,6848,,23.4,,-109.4,,234,-1094,MEXICO,,,,,,,,,,,
R,6849,,23.5,,-75.8,,235,-758,CARIBBEAN,,,,,,,,,,,
R,6850,,23.5,,-76.5,,235,-765,CARIBBEAN,,,,,,,,,,,
R,6851,,23.5,,-76.9,,235,-769,CARIBBEAN,,,,,,,,,,,
R,6852,,23.5,,-77.9,,235,-779,CARIBBEAN,,,,,,,,,,,
R,6858,,23.7,,-79.5,,237,-795,USA/FL,,,,,,,,,,,
R,6861,,23.8,,-75.4,,238,-754,CARIBBEAN,,,,,,,,,,,
R,6862,,23.8,,-77.9,,238,-779,USA/FL,,,,,,,,,,,
R,6863,,23.8,,-80.5,,238,-805,USA/FL,,,,,,,,,,,
R,6865,,24,,-77.5,,240,-775,USA/FL,,,,,,,,,,,
R,6867,,24,,-79.7,,240,-797,USA/FL,,,,,,,,,,,
R,6871,,24.2,,-77.6,,242,-776,BAHAMAS,,,,,,,,,,,
R,6872,,24.2,,-80.5,,242,-805,USA/FL,,,,,,,,,,,
R,6876,,24.3,,-75.6,,243,-756,BAHAMAS,,,,,,,,,,,
R,6880,,24.4,,-81.8,,244,-818,GULF MEXI.,,,,,,,,,,,
R,6881,,24.4,,-110.3,,244,-1103,MEXICO,,,,,,,,,,,
R,6882,,24.5,,-76.8,,245,-768,BAHAMAS,,,,,,,,,,,
R,6885,,24.6,,-75.8,,246,-758,BAHAMAS,,,,,,,,,,,
R,6887,,24.6,,-82.3,,246,-823,USA/FL,,,,,,,,,,,
R,6892,,24.7,,-81.1,,247,-811,USA/FL,,,,,,,,,,,
R,6893,,24.7,,-81.5,,247,-815,USA/FL,,,,,,,,,,,
R,6894,,24.7,,-82.8,,247,-828,GULF MEXI.,,,,,,,,,,,
R,6895,,24.7,,-83,,247,-830,USA/FL,,,,,,,,,,,
R,6897,,24.8,,-77.8,,248,-778,BAHAMAS,,,,,,,,,,,
R,6900,,24.9,,-80.6,,249,-806,USA/FL,,,,,,,,,,,
R,6901,,24.9,,-81,,249,-810,USA/FL,,,,,,,,,,,
R,6903,,25,,-76.3,,250,-763,BAHAMAS,,,,,,,,,,,
R,6904,,25,,-77,,250,-770,BAHAMAS,,,,,,,,,,,
R,6906,,25,,-77.3,,250,-773,BAHAMAS,,,,,,,,,,,
R,6907,,25,,-79,,250,-790,USA/FL,,,,,,,,,,,
R,6913,,25.2,,-78,,252,-780,USA/FL,,,,,,,,,,,
R,6920,,25.3,,-79,,253,-790,USA/FL,,,,,,,,,,,
R,6921,,25.4,,-77,,254,-770,BAHAMAS,,,,,,,,,,,
R,6925,,25.5,,-80.1,,255,-801,USA/FL,,,,,,,,,,,
R,6929,,25.6,,-77.9,,256,-779,BAHAMAS,,,,,,,,,,,
R,6931,,25.7,,-76.7,,257,-767,BAHAMAS,,,,,,,,,,,
R,6942,,25.8,,-111.3,,258,-1113,MEXICO,,,,,,,,,,,
R,6945,,25.9,,-78.7,,259,-787,USA/FL,,,,,,,,,,,
R,6953,,26.1,,-79,,261,-790,USA/FL,,,,,,,,,,,
R,6958,,26.3,,-77,,263,-770,USA/FL,,,,,,,,,,,
R,6963,,26.4,,-77.5,,264,-775,USA/FL,,,,,,,,,,,
R,6966,,26.5,,-77.2,,265,-772,USA/FL,,,,,,,,,,,
R,6968,,26.6,,-76.8,,266,-768,BAHAMAS,,,,,,,,,,,
R,6969,,26.6,,-77.9,,266,-779,USA/FL,,,,,,,,,,,
R,6970,,26.6,,-78.4,,266,-784,USA/FL,,,,,,,,,,,
R,6971,,26.6,,-78.9,,266,-789,USA/FL,,,,,,,,,,,
R,6981,,26.8,,-77,,268,-770,USA/FL,,,,,,,,,,,
R,6985,,27,,-77.6,,270,-776,USA/FL,,,,,,,,,,,
R,6986,,27,,-79,,270,-790,USA/FL,,,,,,,,,,,
R,6991,,27.2,,-78,,272,-780,USA/FL,,,,,,,,,,,
R,7003,,27.6,,-78.8,,276,-788,USA/FL,,,,,,,,,,,
R,7015,,27.9,,-92,,279,-920,GULF MEXI.,,,,,,,,,,,
R,7016,,27.9,,-93.8,,279,-938,GULF MEXIC,,,,,,,,,,,
R,7128,,32.3,,-65,,323,-650,BERMUDA,,,,,,,,,,,
R,7130,,32.5,,-64.7,,325,-647,BERMUDA,,,,,,,,,,,
R,7613,,10.2,,-85.9,,102,-859,CENT.AMER.,,,,,,,,,,,
R,7614,,9.8,,-85.7,,98,-857,CENT.AMER.,,,,,,,,,,,
R,7615,,9.6,,-85.4,,96,-854,CENT.AMER.,,,,,,,,,,,
R,7616,,9.8,,-84.9,,98,-849,CENT.AMER.,,,,,,,,,,,
R,7617,,9.1,,-83.9,,91,-839,CENT.AMER.,,,,,,,,,,,
S,54,,-72.7,,169.4,,-727,1694,ANTARCTICA,,,,,,,,,,,
S,229,,-8.3,,127.7,,-83,1277,TIMOR SEA,,,,,,,,,,,
S,231,,-8.7,,127.7,,-87,1277,TIMOR SEA,,,,,,,,,,,
S,241,,-9.4,,127.8,,-94,1278,TIMOR SEA,,,,,,,,,,,
S,248,,-9.7,,126.6,,-97,1266,TIMOR SEA,,,,,,,,,,,
S,249,,-9.9,,125.2,,-99,1252,TIMOR SEA,,,,,,,,,,,
S,266,,-10.7,,124.6,,-107,1246,TIMOR SEA,,,,,,,,,,,
S,328,,-12.3,,130.5,,-123,1305,TIMOR SEA,,,,,,,,,,,
S,371,,-13.9,,129.2,,-139,1292,TIMOR SEA,,,,,,,,,,,
S,381,,-14.1,,127.9,,-141,1279,TIMOR SEA,,,,,,,,,,,
S,581,,-18.1,,123.8,,-181,1238,AUSTRALIA,,,,,,,,,,,
S,636,,-19,,123,,-190,1230,AUSTRALIA,,,,,,,,,,,
S,637,,-19,,124,,-190,1240,AUSTRALIA,,,,,,,,,,,
S,638,,-19,,124.6,,-190,1246,AUSTRALIA,,,,,,,,,,,
S,686,,-19.8,,127.9,,-198,1279,AUSTRALIA,,,,,,,,,,,
S,687,,-19.8,,131,,-198,1310,AUSTRALIA,,,,,,,,,,,
S,688,,-19.8,,132,,-198,1320,AUSTRALIA,,,,,,,,,,,
S,703,,-20,,123,,-200,1230,AUSTRALIA,,,,,,,,,,,
S,704,,-20,,124,,-200,1240,AUSTRALIA,,,,,,,,,,,
S,705,,-20,,124.6,,-200,1246,AUSTRALIA,,,,,,,,,,,
S,706,,-20,,125.8,,-200,1258,AUSTRALIA,,,,,,,,,,,
S,727,,-20.4,,121,,-204,1210,AUSTRALIA,,,,,,,,,,,
S,728,,-20.4,,121.9,,-204,1219,AUSTRALIA,,,,,,,,,,,
S,729,,-20.4,,128.6,,-204,1286,AUSTRALIA,,,,,,,,,,,
S,738,,-20.6,,125.8,,-206,1258,AUSTRALIA,,,,,,,,,,,
S,739,,-20.6,,132.8,,-206,1328,AUSTRALIA,,,,,,,,,,,
S,746,,-20.8,,123,,-208,1230,AUSTRALIA,,,,,,,,,,,
S,747,,-20.8,,124,,-208,1240,AUSTRALIA,,,,,,,,,,,
S,748,,-20.8,,124.6,,-208,1246,AUSTRALIA,,,,,,,,,,,
S,760,,-21,,127,,-210,1270,AUSTRALIA,,,,,,,,,,,
S,761,,-21,,128,,-210,1280,AUSTRALIA,,,,,,,,,,,
S,779,,-21.6,,121.6,,-216,1216,AUSTRALIA,,,,,,,,,,,
S,791,,-21.8,,124.6,,-218,1246,AUSTRALIA,,,,,,,,,,,
S,801,,-22,,115.2,,-220,1152,AUSTRALIA,,,,,,,,,,,
S,804,,-22,,127,,-220,1270,AUSTRALIA,,,,,,,,,,,
S,805,,-22,,128,,-220,1280,AUSTRALIA,,,,,,,,,,,
S,812,,-22.2,,129.9,,-222,1299,AUSTRALIA,,,,,,,,,,,
S,825,,-22.6,,121.8,,-226,1218,AUSTRALIA,,,,,,,,,,,
S,833,,-22.8,,114.1,,-228,1141,AUSTRALIA,,,,,,,,,,,
S,834,,-22.8,,115.1,,-228,1151,AUSTRALIA,,,,,,,,,,,
S,835,,-22.8,,124.6,,-228,1246,AUSTRALIA,,,,,,,,,,,
S,836,,-22.8,,125.6,,-228,1256,AUSTRALIA,,,,,,,,,,,
S,842,,-23,,127,,-230,1270,AUSTRALIA,,,,,,,,,,,
S,843,,-23,,128,,-230,1280,AUSTRALIA,,,,,,,,,,,
S,844,,-23,,137.1,,-230,1371,AUSTRALIA,,,,,,,,,,,
S,845,,-23,,138.1,,-230,1381,AUSTRALIA,,,,,,,,,,,
S,850,,-23.2,,122.6,,-232,1226,AUSTRALIA,,,,,,,,,,,
S,851,,-23.2,,123.6,,-232,1236,AUSTRALIA,,,,,,,,,,,
S,854,,-23.4,,114.6,,-234,1146,AUSTRALIA,,,,,,,,,,,
S,859,,-23.6,,130,,-236,1300,AUSTRALIA,,,,,,,,,,,
S,861,,-23.7,,121.2,,-237,1212,AUSTRALIA,,,,,,,,,,,
S,866,,-24,,122.6,,-240,1226,AUSTRALIA,,,,,,,,,,,
S,867,,-24,,123.6,,-240,1236,AUSTRALIA,,,,,,,,,,,
S,869,,-24,,127,,-240,1270,AUSTRALIA,,,,,,,,,,,
S,870,,-24,,130.8,,-240,1308,AUSTRALIA,,,,,,,,,,,
S,871,,-24,,136,,-240,1360,AUSTRALIA,,,,,,,,,,,
S,872,,-24,,137.1,,-240,1371,AUSTRALIA,,,,,,,,,,,
S,873,,-24,,138,,-240,1380,AUSTRALIA,,,,,,,,,,,
S,874,,-24,,138.9,,-240,1389,AUSTRALIA,,,,,,,,,,,
S,877,,-24.3,,114.4,,-243,1144,AUSTRALIA,,,,,,,,,,,
S,880,,-24.7,,122.6,,-247,1226,AUSTRALIA,,,,,,,,,,,
S,881,,-24.7,,123.9,,-247,1239,AUSTRALIA,,,,,,,,,,,
S,882,,-24.8,,121,,-248,1210,AUSTRALIA,,,,,,,,,,,
S,885,,-25,,131.9,,-250,1319,AUSTRALIA,,,,,,,,,,,
S,886,,-25,,133,,-250,1330,AUSTRALIA,,,,,,,,,,,
S,887,,-25,,134,,-250,1340,AUSTRALIA,,,,,,,,,,,
S,888,,-25,,134.3,,-250,1343,AUSTRALIA,,,,,,,,,,,
S,889,,-25,,135,,-250,1350,AUSTRALIA,,,,,,,,,,,
S,890,,-25,,136,,-250,1360,AUSTRALIA,,,,,,,,,,,
S,891,,-25,,137.1,,-250,1371,AUSTRALIA,,,,,,,,,,,
S,892,,-25,,138,,-250,1380,AUSTRALIA,,,,,,,,,,,
S,893,,-25.2,,114.4,,-252,1144,AUSTRALIA,,,,,,,,,,,
S,894,,-25.2,,115.4,,-252,1154,AUSTRALIA,,,,,,,,,,,
S,895,,-25.3,,140,,-253,1400,AUSTRALIA,,,,,,,,,,,
S,896,,-25.3,,141,,-253,1410,AUSTRALIA,,,,,,,,,,,
S,897,,-25.4,,122.2,,-254,1222,AUSTRALIA,,,,,,,,,,,
S,898,,-25.4,,123.6,,-254,1236,AUSTRALIA,,,,,,,,,,,
S,899,,-25.5,,129.2,,-255,1292,AUSTRALIA,,,,,,,,,,,
S,900,,-25.6,,125.6,,-256,1256,AUSTRALIA,,,,,,,,,,,
S,901,,-25.7,,131.9,,-257,1319,AUSTRALIA,,,,,,,,,,,
S,902,,-25.9,,135,,-259,1350,AUSTRALIA,,,,,,,,,,,
S,903,,-25.9,,136,,-259,1360,AUSTRALIA,,,,,,,,,,,
S,904,,-26,,124.8,,-260,1248,AUSTRALIA,,,,,,,,,,,
S,905,,-26,,127,,-260,1270,AUSTRALIA,,,,,,,,,,,
S,906,,-26,,137.1,,-260,1371,AUSTRALIA,,,,,,,,,,,
S,907,,-26,,138,,-260,1380,AUSTRALIA,,,,,,,,,,,
S,908,,-26,,139,,-260,1390,AUSTRALIA,,,,,,,,,,,
S,909,,-26,,141,,-260,1410,AUSTRALIA,,,,,,,,,,,
S,910,,-26.1,,140,,-261,1400,AUSTRALIA,,,,,,,,,,,
S,911,,-26.4,,115.6,,-264,1156,AUSTRALIA,,,,,,,,,,,
S,912,,-26.4,,123.8,,-264,1238,AUSTRALIA,,,,,,,,,,,
S,913,,-26.8,,124.2,,-268,1242,AUSTRALIA,,,,,,,,,,,
S,915,,-26.8,,131,,-268,1310,AUSTRALIA,,,,,,,,,,,
S,916,,-26.8,,134,,-268,1340,AUSTRALIA,,,,,,,,,,,
S,917,,-26.9,,135,,-269,1350,AUSTRALIA,,,,,,,,,,,
S,918,,-26.9,,136,,-269,1360,AUSTRALIA,,,,,,,,,,,
S,919,,-27,,125,,-270,1250,AUSTRALIA,,,,,,,,,,,
S,920,,-27,,126.6,,-270,1266,AUSTRALIA,,,,,,,,,,,
S,921,,-27,,127,,-270,1270,AUSTRALIA,,,,,,,,,,,
S,922,,-27,,127.6,,-270,1276,AUSTRALIA,,,,,,,,,,,
S,923,,-27,,129.2,,-270,1292,AUSTRALIA,,,,,,,,,,,
S,924,,-27,,129.4,,-270,1294,AUSTRALIA,,,,,,,,,,,
S,925,,-27,,130,,-270,1300,AUSTRALIA,,,,,,,,,,,
S,926,,-27,,131,,-270,1310,AUSTRALIA,,,,,,,,,,,
S,927,,-27,,132,,-270,1320,AUSTRALIA,,,,,,,,,,,
S,928,,-27,,137,,-270,1370,AUSTRALIA,,,,,,,,,,,
S,929,,-27,,138,,-270,1380,AUSTRALIA,,,,,,,,,,,
S,930,,-27,,139.3,,-270,1393,AUSTRALIA,,,,,,,,,,,
S,931,,-27,,140,,-270,1400,AUSTRALIA,,,,,,,,,,,
S,932,,-27.2,,132,,-272,1320,AUSTRALIA,,,,,,,,,,,
S,933,,-27.2,,139.9,,-272,1399,AUSTRALIA,,,,,,,,,,,
S,934,,-27.4,,133,,-274,1330,AUSTRALIA,,,,,,,,,,,
S,938,,-27.6,,124.2,,-276,1242,AUSTRALIA,,,,,,,,,,,
S,939,,-27.6,,125.8,,-276,1258,AUSTRALIA,,,,,,,,,,,
S,940,,-27.6,,140.3,,-276,1403,AUSTRALIA,,,,,,,,,,,
S,943,,-27.7,,138.9,,-277,1389,AUSTRALIA,,,,,,,,,,,
S,944,,-27.7,,139.9,,-277,1399,AUSTRALIA,,,,,,,,,,,
S,945,,-28,,125,,-280,1250,AUSTRALIA,,,,,,,,,,,
S,946,,-28,,126.6,,-280,1266,AUSTRALIA,,,,,,,,,,,
S,947,,-28,,127.6,,-280,1276,AUSTRALIA,,,,,,,,,,,
S,948,,-28,,130,,-280,1300,AUSTRALIA,,,,,,,,,,,
S,949,,-28,,131,,-280,1310,AUSTRALIA,,,,,,,,,,,
S,950,,-28,,132,,-280,1320,AUSTRALIA,,,,,,,,,,,
S,952,,-28,,142,,-280,1420,AUSTRALIA,,,,,,,,,,,
S,953,,-28.2,,123.8,,-282,1238,AUSTRALIA,,,,,,,,,,,
S,954,,-28.2,,133,,-282,1330,AUSTRALIA,,,,,,,,,,,
S,956,,-28.4,,125.8,,-284,1258,AUSTRALIA,,,,,,,,,,,
S,957,,-28.6,,126.6,,-286,1266,AUSTRALIA,,,,,,,,,,,
S,958,,-28.6,,127.6,,-286,1276,AUSTRALIA,,,,,,,,,,,
S,959,,-28.6,,131,,-286,1310,AUSTRALIA,,,,,,,,,,,
S,960,,-28.6,,139,,-286,1390,AUSTRALIA,,,,,,,,,,,
S,961,,-28.6,,140,,-286,1400,AUSTRALIA,,,,,,,,,,,
S,962,,-28.6,,140.3,,-286,1403,AUSTRALIA,,,,,,,,,,,
S,964,,-28.7,,142,,-287,1420,AUSTRALIA,,,,,,,,,,,
S,968,,-29,,124,,-290,1240,AUSTRALIA,,,,,,,,,,,
S,969,,-29,,125,,-290,1250,AUSTRALIA,,,,,,,,,,,
S,970,,-29,,130,,-290,1300,AUSTRALIA,,,,,,,,,,,
S,971,,-29,,132,,-290,1320,AUSTRALIA,,,,,,,,,,,
S,972,,-29,,133,,-290,1330,AUSTRALIA,,,,,,,,,,,
S,973,,-29,,134,,-290,1340,AUSTRALIA,,,,,,,,,,,
S,975,,-29,,141,,-290,1410,AUSTRALIA,,,,,,,,,,,
S,976,,-29,,142,,-290,1420,AUSTRALIA,,,,,,,,,,,
S,982,,-29.2,,125.8,,-292,1258,AUSTRALIA,,,,,,,,,,,
S,988,,-29.5,,130,,-295,1300,AUSTRALIA,,,,,,,,,,,
S,989,,-29.6,,124.8,,-296,1248,AUSTRALIA,,,,,,,,,,,
S,990,,-29.7,,123.4,,-297,1234,AUSTRALIA,,,,,,,,,,,
S,991,,-29.7,,133,,-297,1330,AUSTRALIA,,,,,,,,,,,
S,992,,-29.7,,140.3,,-297,1403,AUSTRALIA,,,,,,,,,,,
S,993,,-30,,131,,-300,1310,AUSTRALIA,,,,,,,,,,,
S,994,,-30,,132,,-300,1320,AUSTRALIA,,,,,,,,,,,
S,995,,-30,,141,,-300,1410,AUSTRALIA,,,,,,,,,,,
S,996,,-30,,142,,-300,1420,AUSTRALIA,,,,,,,,,,,
S,1002,,-30.7,,136.8,,-307,1368,AUSTRALIA,,,,,,,,,,,
S,1003,,-30.7,,140.3,,-307,1403,AUSTRALIA,,,,,,,,,,,
S,1004,,-30.8,,142,,-308,1420,AUSTRALIA,,,,,,,,,,,
S,1005,,-31,,133,,-310,1330,AUSTRALIA,,,,,,,,,,,
S,1006,,-31,,134,,-310,1340,AUSTRALIA,,,,,,,,,,,
S,1009,,-31,,141,,-310,1410,AUSTRALIA,,,,,,,,,,,
S,1015,,-31.7,,133,,-317,1330,AUSTRALIA,,,,,,,,,,,
S,1016,,-31.7,,134,,-317,1340,AUSTRALIA,,,,,,,,,,,
S,1020,,-32,,135.1,,-320,1351,AUSTRALIA,,,,,,,,,,,
S,1324,,54.8,,-80.1,,548,-801,HUDSON BAY,,,,,,,,,,,
S,1325,,54.8,,-81.8,,548,-818,HUDSON BAY,,,,,,,,,,,
S,1333,,55,,-165.1,,550,-1651,USA AK,,,,,,,,,,,
S,1337,,55.1,,-164.5,,551,-1645,USA AK,,,,,,,,,,,
S,1341,,55.3,,-81.3,,553,-813,HUDSON BAY,,,,,,,,,,,
S,1343,,55.4,,-82.1,,554,-821,HUDSON BAY,,,,,,,,,,,
S,1346,,55.4,,-163.4,,554,-1634,USA AK,,,,,,,,,,,
S,1362,,55.5,,-164.8,,555,-1648,USA AK,,,,,,,,,,,
S,1363,,55.6,,-84.7,,556,-847,HUDSON BAY,,,,,,,,,,,
S,1366,,55.7,,-164,,557,-1640,USA AK,,,,,,,,,,,
S,1370,,55.8,,-165.2,,558,-1652,USA AK,,,,,,,,,,,
S,1373,,56,,-83.2,,560,-832,HUDSON BAY,,,,,,,,,,,
S,1374,,56,,-155.1,,560,-1551,USA AK,,,,,,,,,,,
S,1375,,56,,-160.5,,560,-1605,USA/AK,,,,,,,,,,,
S,1376,,56,,-161.7,,560,-1617,USA AK,,,,,,,,,,,
S,1379,,56.1,,-153.5,,561,-1535,USA AK,,,,,,,,,,,
S,1380,,56.1,,-162.9,,561,-1629,USA AK,,,,,,,,,,,
S,1381,,56.1,,-164,,561,-1640,USA AK,,,,,,,,,,,
S,1383,,56.2,,-165,,562,-1650,USA AK,,,,,,,,,,,
S,1384,,56.2,,-169,,562,-1690,USA AK,,,,,,,,,,,
S,1385,,56.3,,-155.6,,563,-1556,USA AK,,,,,,,,,,,
S,1386,,56.3,,-161,,563,-1610,USA AK,,,,,,,,,,,
S,1387,,56.3,,-167.6,,563,-1676,USA AK,,,,,,,,,,,
S,1389,,56.4,,-154.4,,564,-1544,USA AK,,,,,,,,,,,
S,1390,,56.4,,-160.4,,564,-1604,USA AK,,,,,,,,,,,
S,1392,,56.5,,-85.1,,565,-851,HUDSON BAY,,,,,,,,,,,
S,1401,,56.5,,-159.2,,565,-1592,USA/AK,,,,,,,,,,,
S,1405,,56.6,,-151.7,,566,-1517,USA AK,,,,,,,,,,,
S,1409,,56.7,,-84.1,,567,-841,HUDSON BAY,,,,,,,,,,,
S,1412,,56.7,,-158,,567,-1580,USA/AK,,,,,,,,,,,
S,1413,,56.7,,-159.8,,567,-1598,USA AK,,,,,,,,,,,
S,1414,,56.7,,-161.4,,567,-1614,USA AK,,,,,,,,,,,
S,1415,,56.7,,-163.4,,567,-1634,USA AK,,,,,,,,,,,
S,1416,,56.7,,-164.6,,567,-1646,USA AK,,,,,,,,,,,
S,1421,,56.8,,-87.2,,568,-872,HUDSON BAY,,,,,,,,,,,
S,1422,,56.8,,-88.3,,568,-883,HUDSON BAY,,,,,,,,,,,
S,1425,,56.8,,-153.6,,568,-1536,USA AK,,,,,,,,,,,
S,1427,,56.8,,-168.2,,568,-1682,USA AK,,,,,,,,,,,
S,1429,,56.9,,-152.4,,569,-1524,USA AK,,,,,,,,,,,
S,1431,,56.9,,-160.9,,569,-1609,USA AK,,,,,,,,,,,
S,1432,,56.9,,-162.7,,569,-1627,USA AK,,,,,,,,,,,
S,1433,,56.9,,-170,,569,-1700,USA AK,,,,,,,,,,,
S,1435,,57,,-85.9,,570,-859,HUDSON BAY,,,,,,,,,,,
S,1443,,57,,-159.1,,570,-1591,USA AK,,,,,,,,,,,
S,1444,,57,,-160.3,,570,-1603,USA AK,,,,,,,,,,,
S,1445,,57,,-161.7,,570,-1617,USA AK,,,,,,,,,,,
S,1446,,57,,-164,,570,-1640,USA AK,,,,,,,,,,,
S,1447,,57,,-164.6,,570,-1646,USA AK,,,,,,,,,,,
S,1450,,57.1,,-152.8,,571,-1528,USA AK,,,,,,,,,,,
S,1453,,57.2,,-86.8,,572,-868,HUDSON BAY,,,,,,,,,,,
S,1456,,57.3,,-89.5,,573,-895,HUDSON BAY,,,,,,,,,,,
S,1458,,57.3,,-158.5,,573,-1585,USA AK,,,,,,,,,,,
S,1459,,57.3,,-163.4,,573,-1634,USA AK,,,,,,,,,,,
S,1460,,57.3,,-164.9,,573,-1649,USA AK,,,,,,,,,,,
S,1461,,57.3,,-168,,573,-1680,USA AK,,,,,,,,,,,
S,1464,,57.5,,-88,,575,-880,HUDSON BAY,,,,,,,,,,,
S,1469,,57.5,,-158,,575,-1580,USA AK,,,,,,,,,,,
S,1471,,57.6,,-85,,576,-850,HUDSON BAY,,,,,,,,,,,
S,1472,,57.6,,-86.1,,576,-861,HUDSON BAY,,,,,,,,,,,
S,1473,,57.6,,-154.5,,576,-1545,USA AK,,,,,,,,,,,
S,1474,,57.6,,-160.3,,576,-1603,USA AK,,,,,,,,,,,
S,1475,,57.6,,-161.5,,576,-1615,USA AK,,,,,,,,,,,
S,1476,,57.6,,-162.7,,576,-1627,USA AK,,,,,,,,,,,
S,1477,,57.6,,-164,,576,-1640,USA AK,,,,,,,,,,,
S,1481,,57.7,,-88.9,,577,-889,HUDSON BAY,,,,,,,,,,,
S,1482,,57.7,,-151.7,,577,-1517,USA AK,,,,,,,,,,,
S,1484,,57.7,,-159.1,,577,-1591,USA AK,,,,,,,,,,,
S,1485,,57.7,,-164.6,,577,-1646,USA AK,,,,,,,,,,,
S,1492,,57.8,,-159.9,,578,-1599,USA AK,,,,,,,,,,,
S,1493,,57.8,,-169.8,,578,-1698,USA AK,,,,,,,,,,,
S,1495,,57.9,,-89.6,,579,-896,HUDSON BAY,,,,,,,,,,,
S,1496,,57.9,,-91.8,,579,-918,HUDSON BAY,,,,,,,,,,,
S,1497,,57.9,,-150.2,,579,-1502,USA AK,,,,,,,,,,,
S,1498,,57.9,,-153.8,,579,-1538,USA AK,,,,,,,,,,,
S,1499,,58,,-87.4,,580,-874,HUDSON BAY,,,,,,,,,,,
S,1500,,58,,-90.6,,580,-906,HUDSON BAY,,,,,,,,,,,
S,1504,,58,,-152.2,,580,-1522,USA AK,,,,,,,,,,,
S,1505,,58,,-158.1,,580,-1581,USA AK,,,,,,,,,,,
S,1506,,58,,-159.1,,580,-1591,USA AK,,,,,,,,,,,
S,1507,,58,,-161,,580,-1610,USA AK,,,,,,,,,,,
S,1508,,58,,-163.5,,580,-1635,USA AK,,,,,,,,,,,
S,1509,,58,,-164.5,,580,-1645,USA AK,,,,,,,,,,,
S,1511,,58.1,,-79.5,,581,-795,HUDSON BAY,,,,,,,,,,,
S,1513,,58.1,,-162.2,,581,-1622,USA AK,,,,,,,,,,,
S,1514,,58.1,,-167.9,,581,-1679,USA AK,,,,,,,,,,,
S,1515,,58.2,,-78.3,,582,-783,HUDSON BAY,,,,,,,,,,,
S,1521,,58.3,,-158,,583,-1580,USA AK,,,,,,,,,,,
S,1522,,58.3,,-165.5,,583,-1655,USA AK,,,,,,,,,,,
S,1524,,58.4,,-159.5,,584,-1595,USA AK,,,,,,,,,,,
S,1525,,58.4,,-169,,584,-1690,USA AK,,,,,,,,,,,
S,1527,,58.5,,-80,,585,-800,HUDSON BAY,,,,,,,,,,,
S,1530,,58.5,,-85.4,,585,-854,HUDSON BAY,,,,,,,,,,,
S,1532,,58.5,,-88.5,,585,-885,HUDSON BAY,,,,,,,,,,,
S,1533,,58.5,,-89.4,,585,-894,HUDSON BAY,,,,,,,,,,,
S,1534,,58.5,,-91,,585,-910,HUDSON BAY,,,,,,,,,,,
S,1535,,58.5,,-92,,585,-920,HUDSON BAY,,,,,,,,,,,
S,1538,,58.5,,-152.2,,585,-1522,USA AK,,,,,,,,,,,
S,1539,,58.5,,-157.7,,585,-1577,USA AK,,,,,,,,,,,
S,1540,,58.5,,-158.5,,585,-1585,USA AK,,,,,,,,,,,
S,1541,,58.5,,-161.2,,585,-1612,USA AK,,,,,,,,,,,
S,1545,,58.7,,-92.4,,587,-924,HUDSON BAY,,,,,,,,,,,
S,1547,,58.7,,-149.5,,587,-1495,USA AK,,,,,,,,,,,
S,1548,,58.7,,-152.6,,587,-1526,USA AK,,,,,,,,,,,
S,1549,,58.7,,-160,,587,-1600,USA AK,,,,,,,,,,,
S,1550,,58.7,,-162.5,,587,-1625,USA AK,,,,,,,,,,,
S,1551,,58.7,,-163.9,,587,-1639,USA AK,,,,,,,,,,,
S,1553,,58.8,,-78.9,,588,-789,HUDSON BAY,,,,,,,,,,,
S,1554,,58.8,,-85.8,,588,-858,HUDSON BAY,,,,,,,,,,,
S,1555,,58.8,,-149,,588,-1490,USA AK,,,,,,,,,,,
S,1559,,58.9,,-151.5,,589,-1515,USA AK,,,,,,,,,,,
S,1560,,58.9,,-153.3,,589,-1533,USA AK,,,,,,,,,,,
S,1561,,58.9,,-167.9,,589,-1679,USA AK,,,,,,,,,,,
S,1563,,59,,-93.6,,590,-936,HUDSON BAY,,,,,,,,,,,
S,1567,,59.1,,-80.3,,591,-803,HUDSON BAY,,,,,,,,,,,
S,1568,,59.1,,-84.4,,591,-844,HUDSON BAY,,,,,,,,,,,
S,1573,,59.1,,-94.4,,591,-944,HUDSON BAY,,,,,,,,,,,
S,1578,,59.3,,-141.3,,593,-1413,USA/AK,,,,,,,,,,,
S,1579,,59.3,,-164.3,,593,-1643,USA AK,,,,,,,,,,,
S,1585,,59.4,,-162,,594,-1620,USA AK,,,,,,,,,,,
S,1586,,59.4,,-165.7,,594,-1657,USA AK,,,,,,,,,,,
S,1595,,59.6,,-94,,596,-940,HUDSON BAY,,,,,,,,,,,
S,1608,,59.7,,-149.4,,597,-1494,USA/AK,,,,,,,,,,,
S,1609,,59.7,,-167.7,,597,-1677,USA AK,,,,,,,,,,,
